time_s,torque,deflection
0.488203763961792,0.0037665201783783865,96934.755
0.5838344097137451,-0.00027559903744232096,96934.87950000001
0.6786890029907227,0.0037665201783783865,96935.59155000001
0.7738392353057861,0.010748362460250517,96937.13239500002
0.8685517311096191,-0.009002901889782484,96939.01915550003
0.9687213897705078,0.009370367273038912,96936.31723995003
1.0685646533966064,-0.0006430644206987489,96937.38551595503
1.1690223217010498,0.004042119215820707,96936.94696435954
1.268662929534912,0.0004593317290705349,96934.75226792358
1.3684942722320557,0.00018373269162821396,96934.97704113122
1.46864652633667,0.0031234557576796376,96933.5793370181
1.5686960220336914,0.0031234557576796376,96935.1214033163
1.6684064865112305,-0.0007349307665128559,96936.50926298466
1.7684128284454346,0.006063178823731061,96935.9583366862
1.868621826171875,0.00018373269162821396,96936.86250301759
1.9691364765167236,-0.0008267971123269628,96937.47625271583
2.068777561187744,0.0029397230660514234,96935.82862744425
2.169102191925049,-0.0007349307665128559,96936.74576469982
2.268437147140503,0.0026641240286091024,96935.37118822985
2.3692569732666016,0.0013779951872116046,96935.83406940688
2.4684712886810303,-0.0010105298039551768,96936.15066246619
2.569086790084839,0.006798109590243916,96935.03559621958
2.6688103675842285,9.186634581410698e-05,96936.73203659762
2.7687690258026123,-0.0038583865241924933,96937.15883293787
2.869110107421875,0.004133985561634814,96937.34294964408
2.9687111377716064,-0.0011942624955833907,96938.50865467967
3.06908917427063,0.004685183636519456,96937.95778921171
3.1693577766418457,0.0022047922995385677,96939.76201029055
3.268596649169922,-0.003674653832564279,96940.0858092615
3.3686883449554443,0.0061550451695451674,96940.37722833535
3.468395948410034,-0.005971312477916954,96941.43950550182
3.56876277923584,0.0021129259537244604,96941.69555495164
3.6685757637023926,0.0031234557576796376,96942.52599945648
3.7686922550201416,-0.0004593317290705349,96942.37339951085
3.869274139404297,0.0030315894118655303,96941.53605955976
3.968754768371582,0.0010105298039551768,96942.48245360379
4.068821668624878,-0.0011942624955833907,96941.93420824342
4.1685192584991455,0.0028478567202373166,96942.74078741908
4.268838405609131,-0.0016535942246539257,96942.06670867719
